"","VIS_min","VIS_max","VIS_mean","VIS_mean_distribution","VIS_contrast","VIS_entropy","VIS_second_angular_momentum","IR_min","IR_max","IR_mean"
"105",2,133,15.5938,0.0407,397.5209,0.1011,2.88882014893199,199,253,244.2344
"106",4,35,9.8555,0.0136,26.7917,0.1357,2.3037,234,249,245.4414
"107",5,140,56.4023,0.0447,209.0376,0.0409,5.81882621019753,169,245,206.5156
"108",10,194,85.7891,0.107,1210.7958,0.0202,7.56602433466269,150,231,189.0039
"109",4,87,11.082,0.0176,73.1667,0.1402,2.4358,218,246,242.7539
"110",5,175,55.2227,0.1108,1388.7749,0.0192,5.49607062580158,174,249,222.1836
"111",6,68,12.2148,0.0141,35.825,0.1419,2.327,224,246,241.9492
"112",2,97,14.9961,0.0447,313.5833,0.0525,3.018266816192,206,252,244.0039
"113",4,9,5.0703,5e-04,0.1875,0.83,0.3714,242,246,245.1914
"114",2,41,4.6797,0.0113,28.1583,0.1869,2.0824,233,251,247.3555
"115",6,136,31.125,0.046,284.6208,0.045,4.53755607389187,188,247,232.8906
"116",2,214,32.957,0.0554,636.8,0.0981,4.42577548602255,164,252,233.6875
"117",6,123,19.9219,0.0364,200.7167,0.061,3.91000301501223,196,247,238.332
"118",6,90,17.6133,0.0195,74.4125,0.1294,2.5561,214,246,240.207
"119",3,195,58.9219,0.0575,614.7667,0.1009,6.52588558822623,153,240,209.625
"120",8,152,41.9141,0.0559,383.0833,0.0389,6.87136634715301,158,238,214.8828
"121",4,102,33.6484,0.0746,647.6917,0.0286,4.21776382046584,200,250,232.5352
"122",7,140,58.1406,0.0569,325.8417,0.0344,4.86135351002863,193,245,218.3984
"123",26,194,115.9531,0.0806,697.8165,0.0261,7.5216230298834,153,222,173.4766
"124",47,215,86.6349140578047,0.0559,383.2834,0.0389,4.39494046836386,189,225,194.0938
"125",5,169,54.0313,0.1016,1303.7709,0.0224,4.98924259110918,176,252,225.3438
"126",7,201,121.0664,0.0758,676.35,0.0275,7.46683045343185,77,237,154.6992
"127",5,171,55.4023,0.0767,674.8625,0.0269,6.60782249785132,162,239,211.4023
"128",4,124,24.1992,0.051,407.6833,0.0473,3.93710935194874,188,249,237.5625
"129",11,152,66.7578,0.1063,1139.9873,0.0205,6.16142290107129,178,242,212.2383
"130",4,26,6.0469,0.0042,6.125,0.3643,3.9807,219,239,233.8672
"131",17,184,108.1953,0.0688,522.4084,0.03,7.05201287735101,157,230,178.6992
"132",1,55,2.7969,0.0072,19.5167,0.3352,1.5635,227,253,251.7109
"133",4,222,60.9844,0.0957,1504.2086,0.0684,5.74307780233185,166,250,222.1797
"134",7,182,46.8984,0.0909,1026.0416,0.0242,6.85924765051808,164,237,212.6016
"135",5,159,33.4922,0.0589,563.8494,0.0469,10.5615,161,237,218.1133
"136",13,162,73.3984,0.0909,835.75,0.0232,5.80972976052271,179,243,210.3008
"137",9,151,35.6602,0.0508,372.4959,0.0452,6.01452845757352,171,242,225.4688
"138",4,189,46.25,0.0591,718.1918,0.1233,6.6439224846585,151,239,215.3125
"139",5,151,46.3125,0.092,986.0541,0.0233,6.54425174379406,165,240,215.5352
"140",3,132,54.2813,0.1024,1131.3667,0.02,5.16430777479006,180,249,217.293
"141",4,147,32.7305,0.0855,1019.1,0.0285,5.2543684174876,174,247,231.6484
"142",4,216,68.3242,0.1225,1737.3627,0.0191,6.30819820364565,166,250,216.9961
"143",7,85,13.6797,0.018,85.6792,0.1923,6.8376,198,239,232.918
"144",4,130,36.7695,0.0633,486.5083,0.0341,6.1549160175205,182,241,222.2852
"145",5,79,16.1094,0.0254,96.9042,0.0814,8.4918,200,242,234.1055
"146",7,147,46.2578,0.0704,571.525,0.0292,5.11664628403235,183,247,225.0117
"147",7,129,35.8242,0.0527,336.8209,0.0359,6.39857412025028,174,238,221.6133
"148",6,177,75.1914,0.13,1686.2124,0.0167,6.65176587877166,174,247,213.0195
"149",8,85,18.2852,0.0186,73.5792,0.154,2.4113,220,245,239.7813
"150",8,176,66.5781,0.0909,856.1791,0.0226,6.87326021661798,154,238,204.1563
"151",1,156,10.5234,0.0301,421.5333,0.29,2.42659291823168,204,254,249.2617
"152",7,146,38.375,0.057,396.1917,0.0355,6.33193538403869,182,238,221.957
"153",3,118,16.6289,0.0369,308.7208,0.1242,5.7219159220592,183,242,235.1836
"154",1,4,1.8203,7e-04,0.1917,0.7196,0.4836,245,250,247.9805
"155",16,191,93.1797,0.0832,666.0958,0.0252,7.16558648146613,155,230,184.8125
"156",7,189,80.5117,0.0771,648.3583,0.0268,7.04411805438534,153,235,189.6445
"157",6,86,17.4297,0.0217,83.7375,0.1007,2.6947,212,245,239.1953
"158",4,255,75.4414,0.1608,1852.4768,0.0164,4.3005,166,245,210.7773
"159",2,205,58.7461,0.063,656.2458,0.0663,4.50292906399686,182,250,225.1016
"160",7,206,80.8594,0.1137,1413.9001,0.0207,7.36334151186005,153,239,198.2578
"161",3,93,15.2617,0.0366,214.025,0.0626,2.81741575790923,209,252,244.2734
"162",7,148,38.0195,0.0719,664.7792,0.0304,6.34328560982474,176,239,221.918
"163",16,195,95.4258,0.1085,1181.0459,0.0196,7.31941464987249,157,231,190.1133
"164",3,203,52.6992,0.0741,917.8332,0.0527,4.47452249100701,173,254,226.7539
"165",19,176,93.3633,0.0703,511.6166,0.0276,7.06088819985355,155,227,185.0664
"166",6,229,97.625,0.0719,613.7458,0.0301,6.98313525985833,173.329620343545,237,134.0742
"167",5,179,32.0039,0.0635,671.1791,0.0465,6.51323637576304,158,240,225.4648
"168",3,134,26.1445,0.0622,540.1666,0.0364,5.2326961715664,174,246,231.3125
"169",2,3,2.5703,7e-04,0.175,0.7112,0.4637,246,249,247.7109
"170",6,195,39.8359,0.0785,846.6833,0.0294,6.14585854618205,170,241,224.2539
"171",1,2,1.0273,1e-04,0.0292,0.9434,0.1318,250,253,251.625
"172",4,7,5.2891,8e-04,0.2792,0.7298,0.5198,243,246,245.1914
"173",4,90,19.082,0.0506,350.9167,0.042,4.53993186524374,197,245,233.3984
"174",2,95,18.3789,0.0427,249.25,0.0482,2.84260511575785,209,253,243.9805
"175",3,99,9.7109,0.0177,155.2125,0.2399,6.0564,186,240,232.8398
"176",5,150,62.0859,0.0404,183.8167,0.0485,9.6609,139,238,193.7813
"177",3,73,11.3594,0.0183,64.1125,0.1161,2.5362,216,248,243.7344
"178",2,49,9.8398,0.0279,110.1083,0.0719,2.9586,219,250,244.957
"179",3,121,24.2266,0.0734,844.8792,0.0359,3.58759885738832,185,252,239.0977
"180",10,84,31.4102,0.0476,261.8625,0.0396,4.09033964114407,215,243,233.6133
"181",5,136,20.0273,0.036,257.6458,0.093,6.67982131617988,170,239,229.375
"182",3,118,17.8242,0.0259,129.1708,0.1298,2.6811,206,249,241.8984
"183",4,50,10.7383,0.0165,41.6083,0.108,2.4785,233,248,244.2227
"184",8,161,53.1133,0.0846,785.0792,0.0256,6.73177466936575,161,236,210.7227
"185",15,190,82.2031,0.0769,628.6542,0.0249,6.85687180623059,157,231,192.8516
"186",6,105,28.4531,0.0577,467.5251,0.0411,4.26050401928516,202,248,235.7188
"187",3,113,29.5156,0.0557,376.3667,0.0368,6.01215318285663,183,242,225.5
"188",35,221,136.0742,0.0841,725.5333,0.0261,8.56991846249239,65,220,157.1016
"189",10,153,50.5859,0.0732,712.0917,0.0362,6.26637458893307,163,242,217.0117
"190",3,170,25.4219,0.0544,517.7584,0.0661,3.35747886194753,185,253,238.2422
"191",12,166,81.5664,0.0862,802.5792,0.0237,7.26900147251254,153,229,188.4922
"192",39,195,131.2539,0.069,469.7583,0.0276,7.16822218589245,153,214,165.8008
"193",8,116,38.3242,0.0735,582.7875,0.0275,5.47971155919727,186,245,227.1836
"194",3,86,22.2461,0.0486,310.9292,0.0433,3.37991637308381,212,249,239.0742
"195",1,167,10.0195,0.0222,254.6292,0.3353,2.50078662803607,186,249,244.7969
"196",5,94,18.4922,0.045,292.7584,0.0496,3.25300895616767,208,252,243.1445
"197",5,130,46.7188,0.0506,307.0542,0.0408,4.5723194182232,197,247,225.2695
"198",8,190,75.4492,0.1282,1754.7539,0.018,7.86288190975369,166,239,203.5781
"199",3,7,3.0859,3e-04,0.0958,0.8823,0.2491,245,249,247.0508
"200",9,166,55.1602,0.087,845.2292,0.0258,5.36773933565928,176,246,220.125
"201",4,128,22.0547,0.0403,298.7,0.0823,6.99875386904641,172,236,224.1055
"202",1,16,1.5469,0.0023,1.9917,0.4757,0.9583,244,252,250.9414
"203",8,157,53.9492,0.0932,974.6835,0.0232,6.66272254649726,158,237,210.4531
"204",7,112,35.1484,0.0543,352.05,0.036,4.4422098575021,201,246,231.4883
"205",10,146,51.0273,0.0613,417.4333,0.0307,5.91746685329255,176,243,218.4023
"206",13,178,91.9688,0.1058,1085.3584,0.0202,7.36790083182324,149,233,183.2969
"207",3,21,5.0078,0.0064,8.0125,0.251,1.7061,238,249,246.4961
"208",14,192,97.6016,0.0854,758.9916,0.0238,6.9918594790356,155,233,186.6211
"209",4,168,61.0234,0.0914,993.1415,0.0258,6.93734777097589,155,239,203.9375
"210",9,114,36.5625,0.053,326.45,0.0377,7.01290062436564,184,234,218.4648
"211",6,189,55.3633,0.0949,1084.2374,0.0245,6.86413377961025,157,238,211.6875
"212",17,159,80.0039,0.0889,837.4585,0.0226,5.95921496316189,172,240,207.0781
"213",5,107,32.6094,0.067,571.7417,0.0318,6.06438421093357,193,240,225.3438
"214",7,120,38.2266,0.0648,459.1791,0.0311,4.64010798753509,193,247,229.3086
"215",8,125,49.918,0.0819,713.4958,0.0253,5.2923567443586,192,245,225.3711
"216",5,164,19.9453,0.0372,288.9458,0.068,4.12112919871606,190,246,238.6445
"217",13,194,109.4297,0.064,426.8417,0.031,6.37378641057234,153,241,186.4023
"218",5,195,67.9102,0.128,1989.3917,0.0209,8.53595776316577,132,238,202.3711
"219",19,187,95.0781,0.0953,968.8416,0.023,7.17956905105196,154,230,183.8008
"220",5,71,14.9961,0.0243,76.8792,0.0772,2.7983,221,247,241.7383
"221",4,190,37.6953,0.0549,575.3,0.1141,6.49612758440726,153,240,219.4688
"222",6,173,50.9258,0.0722,673.3333,0.0296,5.59915255070897,168,247,220.293
"223",5,97,18.0469,0.0297,145.2167,0.0749,8.8122,195,246,238.5859
"224",2,4,2.9805,1e-04,0.0292,0.9434,0.1318,247,249,248.4219
"225",2,137,15.7031,0.0462,425.9,0.0733,3.16620017417165,193,250,241.8203
"226",1,8,2.0742,0.0016,1.0417,0.5978,0.7845,242,247,245.3242
"227",9,222,69.2031,0.137,2114.1338,0.0185,7.29891065869456,171,245,213.7188
"228",5,66,17.4961,0.0309,133.8125,0.0663,3.0308,210,249,240.9531
"229",3,177,26.8125,0.0349,271.0792,0.1171,6.44780117842412,154,239,223.1211
"230",2,28,3.7773,0.0038,5.9,0.3943,1.2654,236,252,248.6445
"231",7,142,39.0781,0.0638,509.2417,0.0321,5.11565915545805,185,246,227.8516
"232",6,106,29.2969,0.0391,181.4458,0.0487,3.2363,209,245,233.0039
"233",12,187,70.8711,0.0997,1056.1833,0.0214,6.87036216701378,168,235,206.0313
"234",5,224,97.0195,0.0839,798.946,0.0249,6.83584012453982,153,239,188.3047
"235",5,153,45.6563,0.0884,1035.2167,0.0282,6.49120976730479,164,241,216.1875
"236",3,214,94.4102,0.1502,2301.396,0.0161,8.44088965924246,168,247,202.5234
"237",6,104,22.457,0.0334,156.1417,0.0603,9.2976,187,242,232.707
"238",1,2,1.1563,6e-04,0.1625,0.7278,0.4438,249,253,251.1328
"239",5,141,34.7695,0.0768,763.825,0.0327,5.25980595288363,186,246,230.1445
"240",4,179,62.2539,0.0854,905.2333,0.0265,6.91026665948018,153,238,204.3789
"241",3,109,25.3242,0.051,318.9334,0.0432,5.36919861255907,188,244,229.1797
"242",5,111,44.1211,0.0543,315.2,0.0378,4.24453750403198,204,246,230.0234
"243",1,15,3.8516,0.006,7.4417,0.3213,1.6072,240,250,248.043
"244",3,206,52.6367,0.0755,1029.5874,0.0942,5.88076146990806,164,242,219.0195
"245",10,136,52.9727,0.0876,803.9916,0.0232,6.88000169035394,161,234,210.5117
"246",5,135,34.6055,0.0605,509.9125,0.0406,5.74047256782292,168,245,224.7344
"247",8,166,49.8047,0.0771,708.3999,0.0266,5.31629409565053,175,246,222.2891
"248",1,36,3.3633,0.0058,16.5917,0.5305,1.2302,231,249,245.9766
"249",7,188,84.0508,0.0947,901.7875,0.021,7.09837256174179,150,236,187.5078
"250",5,52,15.75,0.0232,69.025,0.0778,2.7946,223,246,239.75
"251",7,177,81.7383,0.109,1259.3628,0.0214,7.25858597801464,157,236,194.1172
"252",7,152,29.6172,0.0472,336.2209,0.0535,6.85266229581445,166,236,222.5391
"253",5,96,31.6719,0.0626,449.7834,0.0313,4.06442108068809,206,249,233.5313
"254",12,158,78.293,0.0853,780.3292,0.0257,7.05595968851447,157,233,189.5586
"255",2,63,5.0859,0.0097,47.8208,0.3764,1.6109,220,249,246.8516
"256",3,117,13.6172,0.0329,246.2501,0.0928,3.8376712677215,189,246,238.043
"257",19,179,91.793,0.0972,1048.275,0.0227,7.24906560665147,153,228,184.6328
"258",5,147,45.4648,0.0721,597.7458,0.0284,7.09514137762762,157,237,211.5039
"259",5,145,43.7383,0.048,269.7083,0.0418,5.18783444040405,170,247,220.3594
"260",12,105,41.4961,0.0588,360.875,0.0347,7.06317022690979,181,233,216.2734
"261",3,84,21.125,0.0472,275.275,0.0455,3.59634489289784,204,249,237.3398
"262",8,127,48.5703,0.0594,390.9709,0.0324,5.24428147454058,182,246,221.0469
"263",4,70,8.3281,0.0155,68.4583,0.2043,2.2059,217,247,244.5469
"264",5,144,30.6484,0.0561,411.7458,0.036,4.52864569459632,181,248,233.1172
"265",20,250,130.4609,0.1224,1437.5668,0.0176,7.72064945823857,164,236,184.6328
"266",6,215,108.1289,0.0938,950.525,0.0233,7.12739038642836,152,236,179.5859
"267",3,136,44.7813,0.0347541369221683,433.3792,0.0394,7.00325998758482,152,238,205.6914
"269",7,186,79.3828,0.089,820.0502,0.0238,6.9328506608813,150,238,197.5703
"270",9,209,89.4766,0.1182,1490.5878,0.0181,7.89850543762676,158,236,191.3047
"271",9,105,38.4688,0.0651,481.4042,0.0295,4.94816438863747,194,246,230.3086
"272",1,176,19.1797,0.0285,326.0917,0.2489,2.66903448196858,191,254,243.4102
"273",5,143,31.1484,0.0587,500.125,0.0445,5.29346897426499,183,245,228.9609
"274",4,160,41.6055,0.0551,539.5708,0.074,7.34666889401781,139,236,201.6289
"275",5,184,56.9219,0.0863,1055.2042,0.0354,5.58312547682579,170,248,218.5664
"276",1,24,1.9258,0.0029,4.9667,0.5385,1.0232,243,254,252.9453
"277",3,136,16.9258,0.0441,333.4041,0.0585,4.18743044172875,187,247,236.8281
"278",1,2,1.2109,6e-04,0.1542,0.7392,0.4299,249,252,250.7188
"279",65,164,111.7031,0.0436,196.6625,0.0418,3.2995,192,212,198.8906
"280",10,204,98.4141,0.095,983.5042,0.0216,7.00892732408796,152,237,186.1641
"281",6,100,14.1758,0.0151,63.1792,0.221,2.1706,199,244,239.6602
"282",5,164,33.5781,0.0617,487.05,0.0347,4.69576368238655,187,248,232.6328
"283",10,176,63.418,0.0906,880.8293,0.0227,5.43659107898972,176,246,217.5781
"284",5,190,57.1836,0.0568,388.4958,0.0398,7.24749277300331,135,236,195.3125
"285",8,173,72.4102,0.0946,995.6042,0.0213,6.73404848099722,168,238,204.6719
"286",8,108,30.5391,0.0483,282.3375,0.0403,5.11314260894504,186,245,231.1719
"287",3,17,4.168,0.0031,3.7417,0.5035,1.1148,240,250,247.7148
"288",11,197,97.0078,0.0932,955.4875,0.0233,7.31580809884748,153,231,184.0898
"289",3,157,33.0313,0.0848,941.4208,0.0254,4.18611084611597,184,251,234.5391
"290",4,182,43.3984,0.0539,397.3417,0.0434,6.87417077441339,153,238,214.7773
"291",2,111,7.0898,0.0171,136.7458,0.265,2.0251,212,250,246.3906
"292",3,29,4.6328,0.0042,7.5333,0.3978,1.3112,234,246,244.3594
"293",5,166,53.875,0.1003,1156.6749,0.0208,6.61223196269851,164,241,211.7656
"294",14,173,78.4219,0.0946,896.3542,0.0219,6.96276398412933,154,234,193.5469
"295",3,75,8.4844,0.0141,68.1792,0.3038,1.9565,217,250,246.1484
"296",6,82,20.2539,0.0229,78.2833,0.0887,2.7629,205,245,236.8828
"297",7,128,37.2461,0.0532,328.7125,0.038,5.43373219688176,183,245,226.4727
"298",5,169,37.8711,0.078,881.1875,0.0348,5.23012665651644,171,247,225.4375
"299",9,203,110.4414,0.092,845.2166,0.0219,7.11550117254256,154,235,179.0625
"300",10,174,81.0234,0.1048,1070.6042,0.0192,6.11166101399498,166,245,207.6992
"301",4,98,15.8633,0.0354,215.0417,0.0646,3.28906654506727,202,249,241.1992
"302",12,194,92.2617,0.0963,926.2626,0.0235,7.1582693481877,154,232,186.7617
"303",9,182,61.3516,0.089,958.3293,0.0239,5.86639139826463,172,244,216.3828
"304",3,45,6.0781,0.0054,12.15,0.4119,1.3403,228,250,248.1836
"305",7,83,20.9219,0.0251,100.5083,0.0927,2.8012,212,246,237.9453
"306",5,197,49.6719,0.0797,846.6208,0.0328,6.90971488218753,157,237,212.7734
"307",2,119,16.3945,0.0194,86.2417,0.1371,2.4762,196,249,240.0625
"308",4,121,19.6211,0.0302,158.7042,0.0855,2.9024,189,250,238.8281
"309",5,150,28.1211145271725,0.0951,909.2542,0.0236,6.10847673771422,175,244,211.6484
"310",2,26,3.2188,0.0018,4.5458,0.7206,0.631,239,251,249.3672
"311",6,208,73.2266,0.1422,2191.6042,0.0156,7.35095917369804,171,247,215.0234
"312",35,198,101.1094,0.0712,524.2876,0.0272,7.28658761029842,155,215,180.1602
"313",2,4,2.9375,3e-04,0.075,0.8613,0.2664,247,250,249.3906
"314",10,161,54.9258,0.0749,605.9542,0.0275,6.97825432502907,157,234,207.8125
"315",2,211,50.582,0.0688,825.475,0.0603,4.2712285689633,185,252,229.2188
"316",1,2,1.9453,2e-04,0.0625,0.8828,0.2338,247,250,248.3398
"317",18,183,90.6641,0.092,850.8126,0.0253,7.07320095016599,155,231,187.6992
"318",7,125,48.7578,0.0697,578.5251,0.0281,5.39854722353773,191,243,221.957
"319",7,146,50.5313,0.0936,907.8249,0.0213,5.2953243334596,192,246,224.3242
"320",7,148,60.3711,0.0903,874.175,0.0232,6.62520534494997,166,238,207.4219
"321",7,145,39.4883,0.0745,641.6083,0.0295,5.07925217343978,191,246,228.8242
"322",4,178,50.5742,0.0816,763.6292,0.0245,4.55892985253277,180,252,226.3555
"323",4,148,34.5859,0.0861,927.025,0.0249,5.4822715449097,186,243,227.2773
"324",8,151,59.1992,0.0832,721.5791,0.0235,6.98275232715334,158,234,205.9375
